text,label
"[0, 2, 2, 3, 5]
    >>> bubble_sort_iterative([])
    []
    >>> bubble_sort_iterative([-2, -45, -5])
    [-45, -5, -2]",human
">>> bubble_sort_iterative([-2, -45, -5])
    [-45, -5, -2]
    >>> bubble_sort_iterative([-23, 0, 6, -4, 34])
    [-23, -4, 0, 6, 34]
    >>> bubble_sort_iterative([0, 5, 2, 3, 2]) == sorted([0, 5, 2, 3, 2])",human
"[-23, -4, 0, 6, 34]
    >>> bubble_sort_iterative([0, 5, 2, 3, 2]) == sorted([0, 5, 2, 3, 2])
    True
    >>> bubble_sort_iterative([]) == sorted([])
    True",human
">>> bubble_sort_iterative([]) == sorted([])
    True
    >>> bubble_sort_iterative([-2, -45, -5]) == sorted([-2, -45, -5])
    True
    >>> bubble_sort_iterative([-23, 0, 6, -4, 34]) == sorted([-23, 0, 6, -4, 34])",human
"True
    >>> bubble_sort_iterative([-23, 0, 6, -4, 34]) == sorted([-23, 0, 6, -4, 34])
    True
    >>> bubble_sort_iterative(['d', 'a', 'b', 'e']) == sorted(['d', 'a', 'b', 'e'])
    True",human
">>> bubble_sort_iterative(['d', 'a', 'b', 'e']) == sorted(['d', 'a', 'b', 'e'])
    True
    >>> bubble_sort_iterative(['z', 'a', 'y', 'b', 'x', 'c'])
    ['a', 'b', 'c', 'x', 'y', 'z']
    >>> bubble_sort_iterative([1.1, 3.3, 5.5, 7.7, 2.2, 4.4, 6.6])",human
"['a', 'b', 'c', 'x', 'y', 'z']
    >>> bubble_sort_iterative([1.1, 3.3, 5.5, 7.7, 2.2, 4.4, 6.6])
    [1.1, 2.2, 3.3, 4.4, 5.5, 6.6, 7.7]
    >>> bubble_sort_iterative([1, 3.3, 5, 7.7, 2, 4.4, 6])
    [1, 2, 3.3, 4.4, 5, 6, 7.7]",human
">>> bubble_sort_iterative([1, 3.3, 5, 7.7, 2, 4.4, 6])
    [1, 2, 3.3, 4.4, 5, 6, 7.7]
    >>> import random
    >>> collection_arg = random.sample(range(-50, 50), 100)
    >>> bubble_sort_iterative(collection_arg) == sorted(collection_arg)",human
">>> collection_arg = random.sample(range(-50, 50), 100)
    >>> bubble_sort_iterative(collection_arg) == sorted(collection_arg)
    True
    >>> import string
    >>> collection_arg = random.choices(string.ascii_letters + string.digits, k=100)",human
">>> import string
    >>> collection_arg = random.choices(string.ascii_letters + string.digits, k=100)
    >>> bubble_sort_iterative(collection_arg) == sorted(collection_arg)
    True
    """"""",human
"True
    """"""
    length = len(collection)
    for i in reversed(range(length)):
        swapped = False",human
"for i in reversed(range(length)):
        swapped = False
        for j in range(i):
            if collection[j] > collection[j + 1]:
                swapped = True",human
"if collection[j] > collection[j + 1]:
                swapped = True
                collection[j], collection[j + 1] = collection[j + 1], collection[j]
        if not swapped:
            break  # Stop iteration if the collection is sorted.",human
"if not swapped:
            break  # Stop iteration if the collection is sorted.
    return collection",human
"def bubble_sort_recursive(collection: list[Any]) -> list[Any]:
    """"""It is similar iterative bubble sort but recursive.",human
"""""""It is similar iterative bubble sort but recursive.
    :param collection: mutable ordered sequence of elements
    :return: the same list in ascending order",human
":return: the same list in ascending order
    Examples:
    >>> bubble_sort_recursive([0, 5, 2, 3, 2])
    [0, 2, 2, 3, 5]",human
">>> bubble_sort_recursive([0, 5, 2, 3, 2])
    [0, 2, 2, 3, 5]
    >>> bubble_sort_iterative([])
    []
    >>> bubble_sort_recursive([-2, -45, -5])",human
"[]
    >>> bubble_sort_recursive([-2, -45, -5])
    [-45, -5, -2]
    >>> bubble_sort_recursive([-23, 0, 6, -4, 34])
    [-23, -4, 0, 6, 34]",human
">>> bubble_sort_recursive([-23, 0, 6, -4, 34])
    [-23, -4, 0, 6, 34]
    >>> bubble_sort_recursive([0, 5, 2, 3, 2]) == sorted([0, 5, 2, 3, 2])
    True
    >>> bubble_sort_recursive([]) == sorted([])",human
"True
    >>> bubble_sort_recursive([]) == sorted([])
    True
    >>> bubble_sort_recursive([-2, -45, -5]) == sorted([-2, -45, -5])
    True",human
">>> bubble_sort_recursive([-2, -45, -5]) == sorted([-2, -45, -5])
    True
    >>> bubble_sort_recursive([-23, 0, 6, -4, 34]) == sorted([-23, 0, 6, -4, 34])
    True
    >>> bubble_sort_recursive(['d', 'a', 'b', 'e']) == sorted(['d', 'a', 'b', 'e'])",human
"True
    >>> bubble_sort_recursive(['d', 'a', 'b', 'e']) == sorted(['d', 'a', 'b', 'e'])
    True
    >>> bubble_sort_recursive(['z', 'a', 'y', 'b', 'x', 'c'])
    ['a', 'b', 'c', 'x', 'y', 'z']",human
">>> bubble_sort_recursive(['z', 'a', 'y', 'b', 'x', 'c'])
    ['a', 'b', 'c', 'x', 'y', 'z']
    >>> bubble_sort_recursive([1.1, 3.3, 5.5, 7.7, 2.2, 4.4, 6.6])
    [1.1, 2.2, 3.3, 4.4, 5.5, 6.6, 7.7]
    >>> bubble_sort_recursive([1, 3.3, 5, 7.7, 2, 4.4, 6])",human
"[1.1, 2.2, 3.3, 4.4, 5.5, 6.6, 7.7]
    >>> bubble_sort_recursive([1, 3.3, 5, 7.7, 2, 4.4, 6])
    [1, 2, 3.3, 4.4, 5, 6, 7.7]
    >>> bubble_sort_recursive(['a', 'Z', 'B', 'C', 'A', 'c'])
    ['A', 'B', 'C', 'Z', 'a', 'c']",human
">>> bubble_sort_recursive(['a', 'Z', 'B', 'C', 'A', 'c'])
    ['A', 'B', 'C', 'Z', 'a', 'c']
    >>> import random
    >>> collection_arg = random.sample(range(-50, 50), 100)
    >>> bubble_sort_recursive(collection_arg) == sorted(collection_arg)",human
">>> collection_arg = random.sample(range(-50, 50), 100)
    >>> bubble_sort_recursive(collection_arg) == sorted(collection_arg)
    True
    >>> import string
    >>> collection_arg = random.choices(string.ascii_letters + string.digits, k=100)",human
">>> import string
    >>> collection_arg = random.choices(string.ascii_letters + string.digits, k=100)
    >>> bubble_sort_recursive(collection_arg) == sorted(collection_arg)
    True
    """"""",human
"True
    """"""
    length = len(collection)
    swapped = False
    for i in range(length - 1):",human
"swapped = False
    for i in range(length - 1):
        if collection[i] > collection[i + 1]:
            collection[i], collection[i + 1] = collection[i + 1], collection[i]
            swapped = True",human
"collection[i], collection[i + 1] = collection[i + 1], collection[i]
            swapped = True
    return collection if not swapped else bubble_sort_recursive(collection)",human
"return collection if not swapped else bubble_sort_recursive(collection)
if __name__ == ""__main__"":
    import doctest",human
"if __name__ == ""__main__"":
    import doctest
    from random import sample
    from timeit import timeit",human
"from timeit import timeit
    doctest.testmod()",human
"num_runs = 10_000
    unsorted = sample(range(-50, 50), 100)
    timer_iterative = timeit(",human
"unsorted = sample(range(-50, 50), 100)
    timer_iterative = timeit(
        ""bubble_sort_iterative(unsorted[:])"", globals=globals(), number=num_runs
    )
    print(""\nIterative bubble sort:"")",human
")
    print(""\nIterative bubble sort:"")
    print(*bubble_sort_iterative(unsorted), sep="","")
    print(f""Processing time (iterative): {timer_iterative:.5f}s for {num_runs:,} runs"")",human
"print(f""Processing time (iterative): {timer_iterative:.5f}s for {num_runs:,} runs"")
    unsorted = sample(range(-50, 50), 100)
    timer_recursive = timeit(
        ""bubble_sort_recursive(unsorted[:])"", globals=globals(), number=num_runs",human
"timer_recursive = timeit(
        ""bubble_sort_recursive(unsorted[:])"", globals=globals(), number=num_runs
    )
    print(""\nRecursive bubble sort:"")
    print(*bubble_sort_recursive(unsorted), sep="","")",human
"print(""\nRecursive bubble sort:"")
    print(*bubble_sort_recursive(unsorted), sep="","")
    print(f""Processing time (recursive): {timer_recursive:.5f}s for {num_runs:,} runs"")",human
"from typing import Any
def bubble_sort_iterative(collection: list[Any]) -> list[Any]:",human
"def bubble_sort_iterative(collection: list[Any]) -> list[Any]:
    """"""Pure implementation of bubble sort algorithm in Python
    :param collection: some mutable ordered collection with heterogeneous",human
":param collection: some mutable ordered collection with heterogeneous
    comparable items inside
    :return: the same collection ordered by ascending",human
"Examples:
    >>> bubble_sort_iterative([0, 5, 2, 3, 2])
    [0, 2, 2, 3, 5]",human
"[0, 2, 2, 3, 5]
    >>> bubble_sort_iterative([])
    []
    >>> bubble_sort_iterative([-2, -45, -5])",human
">>> bubble_sort_iterative([-2, -45, -5])
    [-45, -5, -2]
    >>> bubble_sort_iterative([-23, 0, 6, -4, 34])
    [-23, -4, 0, 6, 34]",human
"[-23, -4, 0, 6, 34]
    >>> bubble_sort_iterative([0, 5, 2, 3, 2]) == sorted([0, 5, 2, 3, 2])
    True
    >>> bubble_sort_iterative([]) == sorted([])",human
">>> bubble_sort_iterative([]) == sorted([])
    True
    >>> bubble_sort_iterative([-2, -45, -5]) == sorted([-2, -45, -5])
    True",human
"True
    >>> bubble_sort_iterative([-23, 0, 6, -4, 34]) == sorted([-23, 0, 6, -4, 34])
    True
    >>> bubble_sort_iterative(['d', 'a', 'b', 'e']) == sorted(['d', 'a', 'b', 'e'])",human
">>> bubble_sort_iterative(['d', 'a', 'b', 'e']) == sorted(['d', 'a', 'b', 'e'])
    True
    >>> bubble_sort_iterative(['z', 'a', 'y', 'b', 'x', 'c'])
    ['a', 'b', 'c', 'x', 'y', 'z']",human
"['a', 'b', 'c', 'x', 'y', 'z']
    >>> bubble_sort_iterative([1.1, 3.3, 5.5, 7.7, 2.2, 4.4, 6.6])
    [1.1, 2.2, 3.3, 4.4, 5.5, 6.6, 7.7]
    >>> bubble_sort_iterative([1, 3.3, 5, 7.7, 2, 4.4, 6])",human
">>> bubble_sort_iterative([1, 3.3, 5, 7.7, 2, 4.4, 6])
    [1, 2, 3.3, 4.4, 5, 6, 7.7]
    >>> import random
    >>> collection_arg = random.sample(range(-50, 50), 100)",human
">>> collection_arg = random.sample(range(-50, 50), 100)
    >>> bubble_sort_iterative(collection_arg) == sorted(collection_arg)
    True
    >>> import string",human
">>> import string
    >>> collection_arg = random.choices(string.ascii_letters + string.digits, k=100)
    >>> bubble_sort_iterative(collection_arg) == sorted(collection_arg)
    True",human
"True
    """"""
    length = len(collection)
    for i in reversed(range(length)):",human
"for i in reversed(range(length)):
        swapped = False
        for j in range(i):
            if collection[j] > collection[j + 1]:",human
"if collection[j] > collection[j + 1]:
                swapped = True
                collection[j], collection[j + 1] = collection[j + 1], collection[j]
        if not swapped:",human
":return: the same list in ascending order
    Examples:
    >>> bubble_sort_recursive([0, 5, 2, 3, 2])",human
">>> bubble_sort_recursive([0, 5, 2, 3, 2])
    [0, 2, 2, 3, 5]
    >>> bubble_sort_iterative([])
    []",human
"[]
    >>> bubble_sort_recursive([-2, -45, -5])
    [-45, -5, -2]
    >>> bubble_sort_recursive([-23, 0, 6, -4, 34])",human
">>> bubble_sort_recursive([-23, 0, 6, -4, 34])
    [-23, -4, 0, 6, 34]
    >>> bubble_sort_recursive([0, 5, 2, 3, 2]) == sorted([0, 5, 2, 3, 2])
    True",human
"True
    >>> bubble_sort_recursive([]) == sorted([])
    True
    >>> bubble_sort_recursive([-2, -45, -5]) == sorted([-2, -45, -5])",human
">>> bubble_sort_recursive([-2, -45, -5]) == sorted([-2, -45, -5])
    True
    >>> bubble_sort_recursive([-23, 0, 6, -4, 34]) == sorted([-23, 0, 6, -4, 34])
    True",human
"True
    >>> bubble_sort_recursive(['d', 'a', 'b', 'e']) == sorted(['d', 'a', 'b', 'e'])
    True
    >>> bubble_sort_recursive(['z', 'a', 'y', 'b', 'x', 'c'])",human
">>> bubble_sort_recursive(['z', 'a', 'y', 'b', 'x', 'c'])
    ['a', 'b', 'c', 'x', 'y', 'z']
    >>> bubble_sort_recursive([1.1, 3.3, 5.5, 7.7, 2.2, 4.4, 6.6])
    [1.1, 2.2, 3.3, 4.4, 5.5, 6.6, 7.7]",human
"[1.1, 2.2, 3.3, 4.4, 5.5, 6.6, 7.7]
    >>> bubble_sort_recursive([1, 3.3, 5, 7.7, 2, 4.4, 6])
    [1, 2, 3.3, 4.4, 5, 6, 7.7]
    >>> bubble_sort_recursive(['a', 'Z', 'B', 'C', 'A', 'c'])",human
">>> bubble_sort_recursive(['a', 'Z', 'B', 'C', 'A', 'c'])
    ['A', 'B', 'C', 'Z', 'a', 'c']
    >>> import random
    >>> collection_arg = random.sample(range(-50, 50), 100)",human
">>> collection_arg = random.sample(range(-50, 50), 100)
    >>> bubble_sort_recursive(collection_arg) == sorted(collection_arg)
    True
    >>> import string",human
">>> import string
    >>> collection_arg = random.choices(string.ascii_letters + string.digits, k=100)
    >>> bubble_sort_recursive(collection_arg) == sorted(collection_arg)
    True",human
"True
    """"""
    length = len(collection)
    swapped = False",human
"swapped = False
    for i in range(length - 1):
        if collection[i] > collection[i + 1]:
            collection[i], collection[i + 1] = collection[i + 1], collection[i]",human
"return collection if not swapped else bubble_sort_recursive(collection)
if __name__ == ""__main__"":",human
"num_runs = 10_000
    unsorted = sample(range(-50, 50), 100)",human
"unsorted = sample(range(-50, 50), 100)
    timer_iterative = timeit(
        ""bubble_sort_iterative(unsorted[:])"", globals=globals(), number=num_runs
    )",human
"print(f""Processing time (iterative): {timer_iterative:.5f}s for {num_runs:,} runs"")
    unsorted = sample(range(-50, 50), 100)
    timer_recursive = timeit(",human
"timer_recursive = timeit(
        ""bubble_sort_recursive(unsorted[:])"", globals=globals(), number=num_runs
    )
    print(""\nRecursive bubble sort:"")",human
"def good_file_paths(top_dir: str = ""."") -> Iterator[str]:
    for dir_path, dir_names, filenames in os.walk(top_dir):
        dir_names[:] = [
            d
            for d in dir_names
            if d != ""scripts"" and d[0] not in ""._"" and ""venv"" not in d
        ]
        for filename in filenames:
            if filename == ""__init__.py"":
                continue
            if os.path.splitext(filename)[1] in ("".py"", "".ipynb""):
                yield os.path.join(dir_path, filename).lstrip(""./"")",human
"def md_prefix(indent: int) -> str:
    """"""
    Markdown prefix based on indent for bullet points

    >>> md_prefix(0)
    '\\n##'
    >>> md_prefix(1)
    '  *'
    >>> md_prefix(2)
    '    *'
    >>> md_prefix(3)
    '      *'
    """"""
    return f""{indent * '  '}*"" if indent else ""\n##""",human
"def print_path(old_path: str, new_path: str) -> str:
    old_parts = old_path.split(os.sep)
    for i, new_part in enumerate(new_path.split(os.sep)):
        if (i + 1 > len(old_parts) or old_parts[i] != new_part) and new_part:
            print(f""{md_prefix(i)} {new_part.replace('_', ' ').title()}"")
    return new_path",human
"def print_directory_md(top_dir: str = ""."") -> None:
    old_path = """"
    for filepath in sorted(good_file_paths(top_dir)):
        filepath, filename = os.path.split(filepath)
        if filepath != old_path:
            old_path = print_path(old_path, filepath)
        indent = (filepath.count(os.sep) + 1) if filepath else 0
        url = f""{filepath}/{filename}"".replace("" "", ""%20"")
        filename = os.path.splitext(filename.replace(""_"", "" "").title())[0]
        print(f""{md_prefix(indent)} [{filename}]({url})"")",human
"import os
from collections.abc import Iterator


def good_file_paths(top_dir: str = ""."") -> Iterator[str]:
    for dir_path, dir_names, filenames in os.walk(top_dir):
        dir_names[:] = [
            d
            for d in dir_names
            if d != ""scripts"" and d[0] not in ""._"" and ""venv"" not in d
        ]
        for filename in filenames:
            if filename == ""__init__.py"":
                continue
            if os.path.splitext(filename)[1] in ("".py"", "".ipynb""):
                yield os.path.join(dir_path, filename).lstrip(""./"")


def md_prefix(indent: int) -> str:
    """"""
    Markdown prefix based on indent for bullet points

    >>> md_prefix(0)
    '\\n##'
    >>> md_prefix(1)
    '  *'
    >>> md_prefix(2)
    '    *'
    >>> md_prefix(3)
    '      *'
    """"""
    return f""{indent * '  '}*"" if indent else ""\n##""


def print_path(old_path: str, new_path: str) -> str:
    old_parts = old_path.split(os.sep)
    for i, new_part in enumerate(new_path.split(os.sep)):
        if (i + 1 > len(old_parts) or old_parts[i] != new_part) and new_part:
            print(f""{md_prefix(i)} {new_part.replace('_', ' ').title()}"")
    return new_path


def print_directory_md(top_dir: str = ""."") -> None:
    old_path = """"
    for filepath in sorted(good_file_paths(top_dir)):
        filepath, filename = os.path.split(filepath)
        if filepath != old_path:
            old_path = print_path(old_path, filepath)
        indent = (filepath.count(os.sep) + 1) if filepath else 0
        url = f""{filepath}/{filename}"".replace("" "", ""%20"")
        filename = os.path.splitext(filename.replace(""_"", "" "").title())[0]
        print(f""{md_prefix(indent)} [{filename}]({url})"")


if __name__ == ""__main__"":
    print_directory_md(""."")",human
